Codi_centre;Denominació_completa;Nom_naturalesa;Nom_municipi
08019861;Escola Gafarró - ZER Alt Lluçanès;Públic;Lluçà
08019873;Escola Mare de Déu de Montserrat;Públic;Malgrat de Mar
08019897;Fonlladosa;Privat;Malgrat de Mar
08019903;Maristes Sant Pere Chanel;Privat;Malgrat de Mar
08019915;Vedruna Malgrat de Mar;Privat;Malgrat de Mar
08019927;Escola Marià Cubí i Soler;Públic;Malgrat de Mar
08019940;Escola Puig-Agut;Públic;Manlleu
08019952;La Salle Manlleu;Privat;Manlleu
08019976;Vedruna Manlleu;Privat;Manlleu
08020012;Escola Muntanya del Drac;Públic;Manresa
08020036;Joviat;Privat;Manresa
08020061;Escola La Renaixença;Públic;Manresa
08020073;Escola Sant Ignasi;Públic;Manresa
08020085;Oms i de Prat;Privat;Manresa
08020097;Escola Pare Algué;Públic;Manresa
08020127;Escola Bages;Públic;Manresa
08020140;FEDAC-Manresa;Privat;Manresa
08020218;La Salle;Privat;Manresa
08020267;L'Ave Maria;Privat;Manresa
08020280;A. Hospitalària Sant Joan de Déu;Privat;Manresa
08020309;Mare de Déu del Pilar;Privat;Manresa
08020383;Vedruna Manresa;Privat;Manresa
08020462;Institut Lacetània;Públic;Manresa
08020474;Institut Lluís de Peguera;Públic;Manresa
08020486;Escola agrària de Manresa;Públic;Manresa
08020498;Escola Els Convents;Públic;Martorell
08020516;CEE El Pontarró;Públic;Martorell
08020531;La Mercè;Privat;Martorell
08020607;Escola Juan Ramón Jiménez;Públic;Martorell
08020619;Escola José Echegaray;Públic;Martorell
08020620;Institut Pompeu Fabra;Públic;Martorell
08020656;Escola Simeó Rabasa;Públic;Martorelles
08020701;Escola Comtes de Lacambra;Públic;Les Masies de Voltregà
08020723;Escola Ocata;Públic;El Masnou
08020759;Sagrada Família;Privat;El Masnou
08020772;Escolàpies El Masnou;Privat;El Masnou
08020826;Institut Maremar;Públic;El Masnou
08020838;Institut Mediterrània;Públic;El Masnou
08020841;Escola El Turó;Públic;Masquefa
08020863;Escola Ginesta;Públic;Matadepera
08020887;Montcau-La Mola;Privat;Matadepera
08020905;Escola Angeleta Ferrer;Públic;Mataró
08020917;Escola Josep Manuel Peramàs;Públic;Mataró
08020929;Escola Germanes Bertomeu;Públic;Mataró
08020991;Meritxell;Privat;Mataró
08021016;Balmes;Privat;Mataró
08021028;Sagrat Cor de Jesús;Privat;Mataró
08021041;Escola Josep Montserrat;Públic;Mataró
08021065;Mare de Déu de Lourdes;Privat;Mataró
08021089;Sant Antoni de Pàdua;Privat;Mataró
08021107;Escola Pia de Mataró;Privat;Mataró
08021119;Cor de Maria;Privat;Mataró
08021144;Maristes Valldemia;Privat;Mataró
08021168;Gem;Privat;Mataró
08021181;Sant Josep;Privat;Mataró
08021193;El Turó;Privat;Mataró
08021235;Divina Providència;Privat;Mataró
08021259;Institut Miquel Biada;Públic;Mataró
08021260;Institut Alexandre Satorras;Públic;Mataró
08021302;Institut Damià Campeny;Públic;Mataró
08021326;Escola La Fassina;Públic;Mediona
08021351;Escola El Palau;Públic;Molins de Rei
08021363;Escola L'Alzina;Públic;Molins de Rei
08021405;Virolai;Privat;Molins de Rei
08021417;Sant Miquel Arcàngel;Privat;Molins de Rei
08021430;Institut Lluís de Requesens;Públic;Molins de Rei
08021442;Escola Castell Ciuró;Públic;Molins de Rei
08021466;Escola Col·legis Nous;Públic;Mollet del Vallès
08021508;Lestonnac;Privat;Mollet del Vallès
08021521;Anselm Clavé;Privat;Mollet del Vallès
08021545;Sant Gervasi;Privat;Mollet del Vallès
08021557;Mollet;Privat;Mollet del Vallès
08021570;Escola del Bosc;Públic;Mollet del Vallès
08021582;Escola Joan Salvat Papasseit;Públic;Mollet del Vallès
08021594;Institut de Mollet del Vallès;Públic;Mollet del Vallès
08021600;Institut Vicenç Plantada;Públic;Mollet del Vallès
08021612;CEE Can Vila;Públic;Mollet del Vallès
08021685;Escola Font Freda;Públic;Montcada i Reixac
08021727;FEDAC-Montcada;Privat;Montcada i Reixac
08021740;La Salle Montcada;Privat;Montcada i Reixac
08021764;Escola Mitja Costa;Públic;Montcada i Reixac
08021788;Institut Montserrat Miró i Vila;Públic;Montcada i Reixac
08021879;Mireia;Privat;Montgat
08021880;Escola Salvador Espriu;Públic;Montgat
08021892;Escola Sant Pere;Públic;Monistrol de Montserrat
08021909;FEDAC-Monistrol;Privat;Monistrol de Montserrat
08021910;Escolania de Montserrat;Privat;Monistrol de Montserrat
08021934;Escola L'Esqueix - ZER El Moianès Ponent;Públic;Monistrol de Calders
08021961;Escola El Rocal;Públic;Montesquiu
08021983;Escola Gira-sol - ZER Baix Berguedà;Públic;Montmajor
08022008;Escola Montmany;Públic;Figaró-Montmany
08022011;Escola Pau Casals;Públic;Montmeló
08022045;Escola Sant Jordi;Públic;Montmeló
08022057;Escola Sant Sadurní;Públic;Montornès del Vallès
08022070;Escola Marinada;Públic;Montornès del Vallès
08022082;Escola Puig Drau - ZER Baix Montseny;Públic;Montseny
08022094;Escola Josep Orriols i Roca;Públic;Moià
08022100;Escola Pia de Moià;Privat;Moià
08022197;Escola Catalunya;Públic;Navarcles
08022276;Diocesana;Privat;Navàs
08022288;Sant Josep;Privat;Navàs
08022331;Escola d'Olvan - ZER Baix Berguedà;Públic;Olvan
08022343;Escola Circell;Públic;Olèrdola
08022367;Escola Rossend Montané;Públic;Olèrdola
08022379;Escola Pont de l'Arcada;Públic;Olesa de Bonesvalls
08022380;Escola Mare de Déu de Montserrat;Públic;Olesa de Montserrat
08022392;Daina Isard;Privat;Olesa de Montserrat
08022410;Escolàpies Olesa de Montserrat;Privat;Olesa de Montserrat
08022422;Povill;Privat;Olesa de Montserrat
08022461;Escola Sant Bernat;Públic;Olesa de Montserrat
08022495;Escola Terra Nostra;Públic;Olost
08022549;Escola Llevant - ZER Gavarresa;Públic;Oristà
08022574;Escola Òrrius;Públic;Òrrius
08022586;Escola El Drac;Públic;Pacs del Penedès
08022598;Escola Les Ferreries de Palafolls;Públic;Palafolls
08022616;Escola Josep Maria Folch i Torres;Públic;Palau-solità i Plegamans
08022628;Marinada;Privat;Palau-solità i Plegamans
08022665;Escola Àngel Guimerà;Públic;Pallejà
08022677;Escola Jacint Verdaguer;Públic;Pallejà
08022689;Escola Pau Vila;Públic;El Papiol
08022690;Escola Lluís Piquer;Públic;Parets del Vallès
08022707;Escola Pompeu Fabra;Públic;Parets del Vallès
08022719;Nostra Senyora de Montserrat;Privat;Parets del Vallès
08022720;Escola Municipal Pau Vila;Públic;Parets del Vallès
08022732;Acesco;Privat;Parets del Vallès
08022768;Escola Herois del Bruc;Públic;Piera
08022771;Apiària;Privat;Piera
08022801;Escola Antoni Doltra;Públic;Pineda de Mar
08022811;FEDAC-Pineda;Privat;Pineda de Mar
08022835;Escola Jaume I;Públic;Pineda de Mar
08022847;Escola Sants Abdó i Senén;Públic;El Pla del Penedès
08022859;Escola Maria Borés;Públic;La Pobla de Claramunt
08022860;Escola Lillet a Güell;Públic;La Pobla de Lillet
08022872;Escola Pere Calders;Públic;Polinyà
08022884;Escola Joan Maragall;Públic;El Prat de Llobregat
08022902;Escola del Parc;Públic;El Prat de Llobregat
08022914;Escola Jaume Balmes;Públic;El Prat de Llobregat
08022926;CEE Can Rigol;Públic;El Prat de Llobregat
08022938;Escola Jacint Verdaguer;Públic;El Prat de Llobregat
08022987;La Seda de Barcelona;Privat;El Prat de Llobregat
08023013;Mare de Déu del Carme;Privat;El Prat de Llobregat
08023050;Nuestra Señora del Mar-García Lorca;Privat;El Prat de Llobregat
08023131;Institut Baldiri Guilera;Públic;El Prat de Llobregat
08023141;Escola Mare de Déu del Portal - ZER Vent d'Avall;Públic;Els Prats de Rei
08023189;FEDAC-Prats;Privat;Prats de Lluçanès
08023207;Escola Lluçanès;Públic;Prats de Lluçanès
08023232;Escola Sant Cristòfol;Públic;Premià de Mar
08023244;Assís;Privat;Premià de Mar
08023256;La Salle;Privat;Premià de Mar
08023281;LLI privada Piscis;Privat;Premià de Mar
08023323;El Pilar;Privat;Premià de Mar
08023335;Escola Montserrat;Públic;Premià de Mar
08023359;Escola Virolai - ZER Cep de Sis;Públic;Puigdàlber
08023372;Escola Alfred Mata;Públic;Puig-reig
08023384;Sant Martí;Privat;Puig-reig
08023426;Escola Gassó i Vidal;Públic;Ripollet
08023463;FEDAC-Ripollet;Privat;Ripollet
08023475;Sant Gabriel;Privat;Ripollet
08023487;San Juan de la Cruz;Privat;Ripollet
08023542;Escola Tiana de la Riba;Públic;Ripollet
08023554;Escola Josep Maria Ginesta;Públic;Ripollet
08023566;Escola Anselm Clavé;Públic;Ripollet
08023591;Escola Pilar Mestres-Jaume Torrens;Públic;La Roca del Vallès
08023669;Escola Mare de Déu del Sòl del Pont;Públic;Roda de Ter
08023712;Politécnico;Privat;Rubí
08023724;Maristes Rubí;Privat;Rubí
08023751;Ribas;Privat;Rubí
08023761;Mare de Déu de Montserrat;Privat;Rubí
08023797;Balmes;Privat;Rubí
08023803;Regina Carmeli;Privat;Rubí
08023852;Escola Joan Maragall;Públic;Rubí
08023888;Jesús Salvador;Privat;Sabadell
08023918;Escola Concòrdia;Públic;Sabadell
08023921;Escola Espronceda;Públic;Sabadell
08023931;Escola Enric Casassas;Públic;Sabadell
08023943;Escola Gaudí;Públic;Sabadell
08023955;Escola Cifuentes;Públic;Sabadell
08023979;Escola Joan Montllor;Públic;Sabadell
08023980;Escola Juan Ramón Jiménez;Públic;Sabadell
08024005;Escola Joan Maragall;Públic;Sabadell
08024017;Escola Miquel Carreras;Públic;Sabadell
08024030;Escola Samuntada;Públic;Sabadell
08024042;Escola La Romànica;Públic;Sabadell
08024066;Escola Tarlatana;Públic;Sabadell
08024169;Sant Nicolau;Privat;Sabadell
08024182;Sagrada Família;Privat;Sabadell
08024248;Vedruna La Immaculada Sabadell;Privat;Sabadell
08024297;Escola Pia de Sabadell;Privat;Sabadell
08024303;Jaume Viladoms Centre Educatiu;Privat;Sabadell
08024339;Vedruna El Carme Sabadell;Privat;Sabadell
08024340;Salesians Sabadell;Privat;Sabadell
08024406;Estel;Privat;Sabadell
08024421;Mare de Déu de la Salut;Privat;Sabadell
08024455;Bertran;Privat;Sabadell
08024467;Taulé Vi¦as;Privat;Sabadell
08024510;Serra;Privat;Sabadell
08024546;Sant Francesc;Privat;Sabadell
08024595;Claret;Privat;Sabadell
08024613;Escolàpies Sabadell;Privat;Sabadell
08024650;Ramar;Privat;Sabadell
08024686;Mare del Diví Pastor;Privat;Sabadell
08024728;Servator;Privat;Sabadell
08024731;La Vall;Privat;Sabadell
08024741;Institut Escola Industrial;Públic;Sabadell
08024765;Institut Arraona;Públic;Sabadell
08024777;Institut Egara;Públic;Terrassa
08024789;CEE Francesc Bellapart;Públic;Sabadell
08024790;Escola Roureda;Públic;Sabadell
08024807;Escola Agnès Armengol;Públic;Sabadell
08024819;Escola Calvet d'Estrella;Públic;Sabadell
08024820;Escola Pau Casals;Públic;Sabadell
08024832;Escola Floresta;Públic;Sabadell
08024844;Escola Torreguitart;Públic;Sabadell
08024856;Escola Font Rosella;Públic;Sabadell
08024871;Institut Pau Vila;Públic;Sabadell
08024881;Institut Ferran Casablancas;Públic;Sabadell
08024893;Institut Castellarnau;Públic;Sabadell
08024972;Escola Torres Amat;Públic;Sallent
08024984;Vedruna Sallent;Privat;Sallent
08025058;Escola Riu d'Or;Públic;Santpedor
08025061;Llissach;Privat;Santpedor
08025071;Escola Dones d'Aigua;Públic;Sant Iscle de Vallalta
08025083;Escola Pompeu Fabra;Públic;Sant Adrià de Besòs
08025137;Túrbula;Privat;Sant Adrià de Besòs
08025174;Sant Gabriel;Privat;Sant Adrià de Besòs
08025186;Amor de Déu;Privat;Sant Adrià de Besòs
08025228;Ntra. Sra. de la Esperanza;Privat;Sant Adrià de Besòs
08025241;Escola Joan Maragall;Públic;Sant Andreu de la Barca
08025265;Escola Àngel Guimerà;Públic;Sant Andreu de la Barca
08025319;Escola Joan Casas;Públic;Sant Antoni de Vilamajor
08025320;Escola La Monjoia;Públic;Sant Bartomeu del Grau
08025344;Escola Amat Verdú;Públic;Sant Boi de Llobregat
08025459;Vedruna Sant Boi;Privat;Sant Boi de Llobregat
08025484;Joan Bardina;Privat;Sant Boi de Llobregat
08025496;Pedagògium Cos;Privat;Sant Boi de Llobregat
08025526;Escola Ciutat Cooperativa;Públic;Sant Boi de Llobregat
08025538;Molí Nou;Privat;Sant Boi de Llobregat
08025541;Mare de Déu dels Dolors;Privat;Sant Boi de Llobregat
08025551;Sant Josep;Privat;Sant Boi de Llobregat
08025587;Escola Casablanca;Públic;Sant Boi de Llobregat
08025599;Escola Marianao;Públic;Sant Boi de Llobregat
08025605;Institut Camps Blancs;Públic;Sant Boi de Llobregat
08025642;Escola Josep Maria Ciurana;Públic;Sant Boi de Llobregat
08025654;Institut Joaquim Rubió i Ors;Públic;Sant Boi de Llobregat
08025666;Escola Aurora - ZER Alt Lluçanès;Públic;Sant Boi de Lluçanès
08025745;La Salle Sant Celoni;Privat;Sant Celoni
08025757;Pascual;Privat;Sant Celoni
08025769;Cor de Maria;Privat;Sant Celoni
08025812;Escola Sant Climent;Públic;Sant Climent de Llobregat
08025824;Escola La Floresta;Públic;Sant Cugat del Vallès
08025885;La Farga;Privat;Sant Cugat del Vallès
08025927;Escola Pi d'en Xandri;Públic;Sant Cugat del Vallès
08025988;Santa Isabel;Privat;Sant Cugat del Vallès
08026026;Escola Pins del Vallès;Públic;Sant Cugat del Vallès
08026038;Pureza de María;Privat;Sant Cugat del Vallès
08026041;Viaró;Privat;Sant Cugat del Vallès
08026075;El Pinar de Nuestra Señora;Privat;Sant Cugat del Vallès
08026087;Escola Jaume Ferran i Clua;Públic;Sant Cugat del Vallès
08026099;Escola Les Vinyes;Públic;Sant Cugat Sesgarrigues
08026117;Escola Vallmanya;Públic;Sant Esteve de Palautordera
08026130;Escola La Roureda;Públic;Sant Esteve Sesrovires
08026154;Escola Joaquim Abril;Públic;Sant Fost de Campsentelles
08026181;FEDAC-Sant Feliu;Privat;Sant Feliu de Codines
08026208;Escola Jaume Balmes;Públic;Sant Feliu de Codines
08026211;Escola Nadal;Públic;Sant Feliu de Llobregat
08026221;Escola Falguera;Públic;Sant Feliu de Llobregat
08026245;Virgen de la Salud;Privat;Sant Feliu de Llobregat
08026269;Bon Salvador;Privat;Sant Feliu de Llobregat
08026282;Mestral;Privat;Sant Feliu de Llobregat
08026294;Mare de Déu de la Mercè;Privat;Sant Feliu de Llobregat
08026373;Escola Josep Monmany Amat;Públic;Sant Feliu de Llobregat
08026385;Escola Arquitecte Gaudí;Públic;Sant Feliu de Llobregat
08026397;Institut Olorda;Públic;Sant Feliu de Llobregat
08026415;Escola Els Roures - ZER Gavarresa;Públic;Sant Feliu Sasserra
08026427;Paidos;Privat;Sant Fruitós de Bages
08026464;Escola Monsenyor Gibert;Públic;Sant Fruitós de Bages
08026476;Escola Francesc Macià;Públic;Vilassar de Dalt
08026491;La Immaculada;Privat;Vilassar de Dalt
08026506;Sant Jordi;Privat;Vilassar de Dalt
08026543;Mare de Déu de la Gleva;Privat;Les Masies de Voltregà
08026567;Escola Sant Francesc d'Assís;Públic;Sant Joan Despí
08026622;Ateneu Instructiu;Privat;Sant Joan Despí
08026658;Gran Capità;Privat;Sant Joan Despí
08026661;Escola Pau Casals;Públic;Sant Joan Despí
08026671;Escola Joan Perich i Valls;Públic;Sant Joan Despí
08026683;Institut Francesc Ferrer i Guàrdia;Públic;Sant Joan Despí
08026725;Escola Joncadella;Públic;Sant Joan de Vilatorrada
08026749;Escola Pérez Sala;Públic;Vilassar de Mar
08026762;La Presentació de la Mare de Déu;Privat;Vilassar de Mar
08026786;Escola Bellpuig;Públic;Sant Julià de Vilatorta
08026798;El Roser;Privat;Sant Julià de Vilatorta
08026816;Escola Montserrat;Públic;Sant Just Desvern
08026828;La Miranda;Privat;Sant Just Desvern
08026841;Madre Sacramento;Privat;Sant Just Desvern
08026889;Escola Vinyes Verdes;Públic;Masquefa
08026907;Escola Pau Casals;Públic;Sant Llorenç d'Hortons
08026919;Escola Josep Gras;Públic;Sant Llorenç Savall
08026956;Escola Cérvola Blanca;Públic;Sant Martí de Tous
08027018;Escola Jaume Balmes;Públic;Sant Martí Sarroca
08027021;Escola Font de l'Anoia - ZER Vent d'Avall;Públic;Sant Martí Sesgueioles
08027110;Escola El Pi;Públic;Sant Pere de Ribes
08027134;Escola Les Roquetes;Públic;Sant Pere de Ribes
08027146;Escola Sant Jeroni;Públic;Sant Pere de Riudebitlles
08027161;Estel;Privat;Sant Pere de Riudebitlles
08027183;Escola Torre Roja;Públic;Sant Pere de Vilamajor
08027225;Escola Sant Pau;Públic;Sant Pol de Mar
08027249;Escola Segimon Comas;Públic;Sant Quirze de Besora
08027331;Sant Josep;Privat;Sant Sadurní d'Anoia
08027353;Vedruna Sant Sadurní d'Anoia;Privat;Sant Sadurní d'Anoia
08027432;Escola Wagner;Públic;Santa Coloma de Gramenet
08027456;Escola Ferran de Sagarra;Públic;Santa Coloma de Gramenet
08027471;Escola Sant Just;Públic;Santa Coloma de Gramenet
08027511;Escola Torre Balldovina;Públic;Santa Coloma de Gramenet
08027559;Singuerlín;Privat;Santa Coloma de Gramenet
08027560;Les Neus;Privat;Santa Coloma de Gramenet
08027602;Seimar;Privat;Santa Coloma de Gramenet
08027729;FEDAC - Santa Coloma;Privat;Santa Coloma de Gramenet
08027730;Fuster;Privat;Santa Coloma de Gramenet
08027754;Virgen del Carmen;Privat;Santa Coloma de Gramenet
08027766;Manent;Privat;Santa Coloma de Gramenet
08027870;Escola Les Palmeres;Públic;Santa Coloma de Gramenet
08027973;Escola Beethoven;Públic;Santa Coloma de Gramenet
08027985;Escola Jaume Salvatella;Públic;Santa Coloma de Gramenet
08028035;Escola Ausiàs March;Públic;Santa Coloma de Gramenet
08028047;Institut Puig Castellar;Públic;Santa Coloma de Gramenet
08028059;Escola Jacint Verdaguer;Públic;Santa Eugènia de Berga
08028072;Escola El Roure Gros;Públic;Santa Eulàlia de Riuprimer
08028102;Escola Ronçana;Públic;Santa Eulàlia de Ronçana
08028151;Escola Les Moreres - ZER Cep de Sis;Públic;Santa Fe del Penedès
08028163;Escola Montbou;Públic;Santa Margarida de Montbui
08028217;Escola Doctor Samaranch i Fina;Públic;Santa Margarida i els Monjos
08028229;Escola Elisa Badia;Públic;Barberà del Vallès
08028333;Escola El Cabrerès;Públic;L'Esquirol
08028345;Escola Les Mimoses;Públic;Santa Maria de Martorelles
08028382;Escola Sesmon d'Oló;Públic;Santa Maria d'Oló
08028424;Escola Fontmartina;Públic;Santa Maria de Palautordera
08028436;Escola La Florida;Públic;Santa Perpètua de Mogoda
08028473;Tabor;Privat;Santa Perpètua de Mogoda
08028485;Sagrada Família;Privat;Santa Perpètua de Mogoda
08028497;Escola Santa Perpètua;Públic;Santa Perpètua de Mogoda
08028515;Escola Santa Susanna;Públic;Santa Susanna
08028540;Montserrat;Privat;Sant Vicenç de Castellet
08028552;FEDAC-Sant Vicenç;Privat;Sant Vicenç de Castellet
08028576;Escola Sant Vicenç;Públic;Sant Vicenç de Castellet
08028588;Escola Sant Jordi;Públic;Sant Vicenç dels Horts
08028591;Escola La Vinyala;Públic;Sant Vicenç dels Horts
08028631;Sant Vicenç;Privat;Sant Vicenç dels Horts
08028655;La Inmaculada;Privat;Sant Vicenç dels Horts
08028667;Escola Joan Juncadella;Públic;Sant Vicenç dels Horts
08028709;Escola Lloriana;Públic;Sant Vicenç de Torelló
08028746;Escola Sant Martí;Públic;Cerdanyola del Vallès
08028758;Escola Les Fontetes;Públic;Cerdanyola del Vallès
08028783;Escola Serraparera;Públic;Cerdanyola del Vallès
08028795;FEDAC-Cerdanyola;Privat;Cerdanyola del Vallès
08028813;Escola La Sínia;Públic;Cerdanyola del Vallès
08028849;Escaladei;Privat;Cerdanyola del Vallès
08028850;Ramon Fuster;Privat;Cerdanyola del Vallès
08028886;Montserrat;Privat;Cerdanyola del Vallès
08028904;Escola Carles Buïgas;Públic;Cerdanyola del Vallès
08028916;Escola Las Seguidillas;Públic;Badia del Vallès
08028928;Escola La Jota;Públic;Badia del Vallès
08028941;Escola La Sardana;Públic;Badia del Vallès
08028990;Escola Can Sorts;Públic;Sentmenat
08029003;Nuestra Señora del Pilar;Privat;Sentmenat
08029015;Escola Sant Salvador;Públic;Cercs
08029027;Escola Farigola;Públic;Seva
08029076;Escola Pia de Sitges;Privat;Sitges
08029088;Escola Miquel Utrillo;Públic;Sitges
08029143;Escola Subirats - ZER Subirats;Públic;Subirats
08029155;Escola El Montcau - ZER Subirats;Públic;Subirats
